episode,scene,task_description,start,end,frames,verb,object,hand,grip,grasp_loc,angle,source,relation,ref_object,ref_direction,orientation,flip,sub_position,text
2026-03-03-05-35-22-081000,pick_place_div_scene,pick place play data with large task variations,2694,2796,102,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-03-03-05-35-22-081000,pick_place_div_scene,pick place play data with large task variations,2796,3000,204,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,0,237,237,pick,cabbage,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the cabbage from the table with the left hand using a side grip at the bottom with a diagonal pick angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,237,333,96,place,cabbage,left,-,-,-,-,inside,brown bowl,inside,bottom_left,none,none,Put the cabbage inside the brown bowl with the left hand facing bottom left from the front.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,333,624,291,pick,blue plate,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the blue plate from the table with the right hand using a lip grip at the right side with a diagonal angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,624,762,138,place,blue plate,right,-,-,-,-,corner,brown bowl,corner,none,up,none,Put the blue plate to the bottom right of the brown bowl with the right hand right side up with the front as the orientation reference point.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,762,984,222,pick,brown bowl,left,lip,top,diagonal,table,-,-,-,-,-,-,Pick up the brown bowl from the table with the left hand using a lip grip at the top with a diagonal angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,983,1095,112,dump,cabbage blue pen,left,-,-,-,-,table,,none,none,none,none,Dump the cabbage blue pen and white coffee pod on the table with the left hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1095,1248,153,place,brown bowl,left,-,-,-,-,left,cabbage,left,none,none,none,Place the brown bowl to the left of the cabbage with the left hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1248,1515,267,pick,blue plate,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the blue plate from the table with the right hand using a lip grip at the right side with a diagonal pick angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1515,1632,117,place,blue plate,right,-,-,-,-,right,white coffee pod,right,none,up,none,Put the blue plate to the right of the white coffee pod with the right hand right side up with the front as the orientation reference point.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1632,1809,177,pick,brown bowl,left,lip,top,diagonal,table,-,-,-,-,-,-,Pick up the brown bowl from the table with the left hand using a diagonal lip grasp at the top.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1809,1965,156,place,brown bowl,left,-,-,-,-,below,blue plate,below,none,up,none,Place the brown bowl right side up on the bottom of the blue plate with the left hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,1965,2151,186,pick,bag of chips,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the bag of chips from the table with the left hand using a side grip at the bottom left with a diagonal pick angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2151,2241,90,place,bag of chips,left,-,-,-,-,left,table,none,none,down,none,Put the bag of chips to the left of the table upside down with the left hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2241,2310,69,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2310,2571,261,pick,white coffee pod,right,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the white coffee pod from the table with the right hand using a side grip at the bottom right from a diagonal angle.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2571,2640,69,place,white coffee pod,right,-,-,-,-,inside,brown bowl,inside,none,down,none,Place the white coffee pod inside the brown bowl with the right hand upside down.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2640,2790,150,pick,brown bowl,right,lip,top,diagonal,table,-,-,-,-,-,-,Pick up the brown bowl from the table with the right hand using a diagonal lip grip at the top.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2790,2862,72,dump,white coffee pod,right,-,-,-,-,table,,none,none,none,none,Dump the white coffee pod on the table with the right hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2862,2952,90,place,brown bowl,right,-,-,-,-,right,blue plate,right,none,none,none,Put the brown bowl to the right of the blue plate with the right hand.
2026-03-03-05-42-25-155000,pick_place_div_scene,pick place play data with large task variations,2952,3000,48,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,0,150,150,pick,green mug,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the green mug from the table with the right hand using a diagonal lip grasp on the right.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,150,312,162,place,green mug,right,-,-,-,-,right,canned goods,right,none,up,top,Put the green mug to the right of the canned goods on its top side with the right hand right side up.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,312,636,324,pick,canned goods,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the can good from the table with the left hand at a diagonal angle grasping the middle.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,636,804,168,place,canned goods,left,-,-,-,-,below,white plate,below,none,none,bottom,Put the canned goods on the bottom side of the white plate with the left hand.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,804,1017,213,pick,green mug,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the green mug from the table with the right hand using a diagonal lip grasp at the right.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1017,1119,102,place,green mug,right,-,-,-,-,right,white plate,right,top_right,none,bottom,Put the green mug to the right of the white plate on the bottom side with the front facing top right using the right arm.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1119,1293,174,pick,stuffed toy,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the stuffed toy from the table with the right hand at a diagonal angle grasping the middle.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1293,1416,123,place,stuffed toy,right,-,-,-,-,behind,white plate,behind,right,none,bottom,Put the stuffed toy behind the white plate on the bottom side with the right hand facing right.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1416,1620,204,pick,white cup,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the white cup from the table with the left hand using a diagonal lip grasp on the left side.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1620,1725,105,place,white cup,left,-,-,-,-,left,white plate,left,none,up,none,Put the white cup on the left side of the white plate with the left hand right side up with the front toward the bottom side.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,1725,2001,276,pick,white mug,right,handle,handle,diagonal,table,-,-,-,-,-,-,Pick up the white mug from the table with the right hand at a diagonal angle by the handle.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2001,2175,174,place,white mug,right,-,-,-,-,behind,green mug,behind,backwards,up,top,Put the white mug behind the green mug with the handle facing backward on the top side right side up with the front as reference using the right hand.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2175,2415,240,pick,stuffed toy,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the stuffed toy from the table with the left hand using a side grip at the bottom from a diagonal angle.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2415,2583,168,place,stuffed toy,left,-,-,-,-,inside,white cup,inside,top_right,none,bottom,Put the stuffed toy inside the white cup with the left hand on the bottom side facing top right.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2583,2661,78,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2661,2760,99,pick,green mug,right,lip,top,diagonal,table,-,-,-,-,-,-,Pick up the green mug from the table with the right hand using a lip grip at the top right from a diagonal angle.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2760,2877,117,place,green mug,right,-,-,-,-,behind,white plate,behind,top_right,none,none,Place the green mug behind the white plate with the right hand with its front facing top right.
2026-03-03-05-47-21-437000,pick_place_div_scene,pick place play data with large task variations,2877,3000,123,return,-,right,-,-,-,-,-,-,-,-,-,-,Return to home with the right hand.
2026-03-03-05-50-12-790000,pick_place_div_scene,pick place play data with large task variations,0,138,138,pick,white mug,right,side,right,diagonal,table,-,-,-,-,-,-,Pick up the white mug from the table with the right hand using a side grip at the right in a diagonal pick.
2026-03-03-05-50-12-790000,pick_place_div_scene,pick place play data with large task variations,138,270,132,place,white mug,right,-,-,-,-,right,white plate,right,backwards,up,bottom,Put the white mug to the right of the white plate with the handle facing backwards on the bottom side right side up with the front as the reference using the right hand.
